1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
3976.052979,3924.799561,3899.475098,3849.819824,3813.49707,3745.37207,3801.738281,3833.012451,3879.768799,3933.636963,3982.219482,3997.687012,4036.888672,4076.578857,4088.676025,4092.876465,4132.20459,4160.759766,4189.054688,4232.813477,4237.297363,4240.345703,4214.233398,4170.489258,4166.307129,4159.85498,4143.291992,4122.228516,4126.492676,4097.904297,4110.188965,4110.624023,4082.222412,4064.72168,4060.21167,4054.513428,4012.602783,3993.036621,4009.27124,3997.336182,3967.217041,3970.834473,3925.030029,3961.948242,3935.66748,3901.380615,3839.846436,3942.664795,3937.522217,3963.093506,4031.686035,4041.451904,3983.787842,3983.506348,3978.637695,3992.739258,3994.332031,3952.585449,3921.545166,3827.260254,3802.913574,3756.103027,3655.358643,3533.421631,3437.166016,3304.995361,3211.250977,3108.409668,2970.233643,2780.229736,2615.203613,2454.115479,2298.053223,2187.851807,2044.42395,1916.453735,1844.407471,1811.086914,1743.035278,1684.141113,1678.203491,1746.799805,1760.603516,1804.78833,1822.410767,1871.57959,1938.052368,2010.746094,2037.158081,2081.109375,2069.500977,2112.834961,2204.03418,2367.812744,2476.814453,2626.126465
2756.715576,2922.579102,3099.397949,3228.374023,3381.640625,3467.521484,3503.19873,3537.661133,3572.426025,3580.999268,3583.746094,3645.683105,3584.825928,3575.992432,3568.284912,3507.324951,3529.6875,3554.980957,3508.719238,3577.684082,3494.382568,3485.835449,3556.635742,3695.809326,3761.21167,3847.299316,3886.304199,3756.338623,3651.187744,3634.848633,3662.493164,3812.062256,3939.996582,3981.168213,4069.469971,4077.318359,4045.929688,4085.625732,4076.268799,4070.420166,4081.867676,4049.405029,4062.973877,4035.25293,4032.523926,3993.645508,3941.961914,3912.136719,3880.160156,3887.094482,3876.334229,3865.024902,3824.442139,3780.388916,3720.431641,3622.416504,3631.122803,3591.729004,3585.868896,3560.783447,3497.443359,3510.285889,3384.223877,3284.885742,3152.341797,3015.87085,2918.821289,2802.733887,2723.669189,2677.561768,2650.014648,2585.907471,2526.307373,2507.413574,2517.591553,2502.498535,2528.63623,2502.07666,2502.651855,2436.144531,2247.402832,2194.698975,2055.554688,1911.204224,1826.663452,1709.786743,1680.730957,1604.05127,1559.803955,1517.529297,1360.688354,1297.062256,1262.447632,1171.518433,1084.77356,1009.860657
895.214355,822.37207,753.147339,715.429382,682.565063,675.769775,642.76355,659.22937,656.75293,664.119934,656.361938,667.65625,655.760742,644.192749,623.152161,638.420776,671.21991,666.711426,641.25061,621.351135,672.95636,682.390076,623.091919,570.448853,544.336426,524.046631,519.917236,535.240112,541.711243,457.415771,442.154297,428.401855,395.644836,352.546173,320.176331,245.053497,208.747742,178.599503,215.307037,237.492218,282.399963,271.56897,279.352264,257.106201,195.41124,157.599945,138.474609,155.189133,163.272034,167.696625,187.554413,207.261673,223.873337,232.327026,205.175171,179.698776,192.245483,201.594574,190.411438,172.392654,186.547424,174.812927,143.58963,117.070175,98.28949,112.50145,133.381241,151.633286,167.26619,222.92337,262.969513,289.356567,332.635895,372.938293,451.462769,534.211243,626.799744,698.446899,720.275635,767.39978,788.259521,839.921509,816.0896,819.734924,837.367493,794.790405,727.187439,661.737671,592.620239,539.167603,462.663422,418.708374,401.923004,370.882294,360.840332,339.538483
350.432465,359.88443,391.658295,439.10498,443.360657,464.255066,504.303192,507.75293,539.346863,524.786926,541.107544,520.955688,500.989563,521.065247,529.086914,508.678619,490.646912,523.486206,571.661011,562.995605,565.888672,597.412109,614.22821,618.083435,603.227051,595.740112,606.080566,603.542114,539.433044,514.859436,477.416565,451.927368,427.887238,408.138,377.177582,366.502472,335.763977,310.615692,285.830109,294.939301,305.58902,310.339172,297.749573,301.88559,309.252594,300.794922,301.649872,307.225952,307.585358,297.56839,271.127289,254.357208,250.341797,243.319595,245.516998,238.165894,240.042313,235.182816,233.185745,262.356506,310.340546,342.059265,366.653137,409.891937,427.440735,447.591522,467.421143,486.012115,510.728149,496.499207,470.132477,482.744324,439.015228,448.272003,445.653839,448.767273,429.678497,450.45163,449.281982,463.216583,524.005737,572.445312,626.155579,623.03241,649.990417,658.760986,660.632385,678.180847,714.933228,735.717834,750.089417,778.053711,750.160339,734.2052,754.496521,761.117615
785.522095,801.622131,797.997375,814.988464,834.666138,860.338379,903.565552,987.40094,1042.83667,1057.110107,1109.170166,1236.859497,1359.335205,1542.473755,1713.656616,1882.602295,2090.226074,2321.497314,2546.737793,2749.096436,2912.774414,3003.675049,3069.734619,3149,3193.945312,3168.583252,3202.663086,3208.921875,3240.870605,3301.640869,3258.267578,3178.807617,3058.066895,2801.645508,2491.635254,2223.141846,1915.202881,1569.897949,1303.103638,1171.725708,1116.82251,1132.665405,1147.305054,1056.456299,957.51709,797.279175,655.372314,515.262268,367.633484,276.363098,190.521271,135.361511,101.790169,88.715118,77.064285,70.951706,72.824051,60.285229,56.859692,53.532856,55.865868,57.74382,62.623848,72.558495,80.019745,95.825897,105.725891,125.122208,122.42141,131.868942,156.741547,178.407776,212.867264,277.36322,355.431244,458.94165,568.55835,628.025391,721.944824,829.947876,879.31488,971.863281,1041.932739,1153.578003,1243.428223,1344.352295,1514.066284,1639.974609,1728.014893,1783.735352,1820.559937,1884.010376,1946.862061,2020.093506,2110.26416,2281.715088
2420.10791,2473.265625,2504.628906,2518.17334,2585.123047,2618.254883,2671.806152,2765.520996,2854.088379,2898.22168,2974.969238,3041.456055,3071.285889,3053.09375,2985.650391,2912.40918,2856.690918,2837.665039,2797.693115,2817.691162,2902.841797,2944.665039,2992.868652,3083.20459,3102.611816,3147.931641,3221.602539,3274.585449,3319.225098,3267.340332,3227.855957,3199.731689,3066.413086,2933.679199,2698.658691,2503.097656,2217.273193,1919.681519,1711.994141,1578.078491,1507.826904,1485.770752,1478.641479,1479.854614,1445.555176,1427.705078,1434.096802,1441.754517,1445.331543,1477.932007,1510.000732,1517.441772,1525.665161,1453.26709,1407.050537,1341.849731,1341.632935,1358.246094,1333.710693,1288.781372,1352.189819,1324.709717,1414.486206,1418.286011,1444.289429,1462.11377,1484.833252,1426.231201,1405.517578,1383.366699,1388.206665,1409.788818,1458.18335,1515.485718,1588.299316,1744.373779,1824.713379,1873.181519,1917.123535,1908.476074,1889.456055,1886.953613,1868.842773,1837.167236,1769.501221,1690.879517,1669.915894,1603.376221,1540.202393,1418.735107,1173.267212,1027.223511,940.669983,826.954895,730.676147,678.662292
626.87793,574.062744,571.732483,581.557251,612.270386,621.565063,628.359314,623.76416,624.196472,608.400574,564.568848,521.930725,502.991913,465.261078,454.818451,440.297272,440.024628,422.279694,421.553436,396.217224,391.05246,385.415985,364.04361,360.707245,340.640137,334.848633,312.546082,281.012115,259.654694,243.312363,229.096497,224.663544,223.400009,229.164749,230.934494,230.091476,204.985641,197.003098,166.753479,144.770767,132.044357,127.602737,114.805992,94.649963,79.616821,61.952824,52.647701,36.697334,25.784983,19.963469,24.746437,35.197655,38.602131,38.300941,49.004307,49.932312,47.830063,61.86974,71.106995,67.900269,73.484886,93.013496,101.100571,127.307587,141.452728,170.286835,221.520355,259.808075,299.394073,343.974854,417.191559,492.318054,574.717896,666.72467,751.093567,832.91925,935.47998,1083.405029,1183.413696,1322.345581,1391.761108,1457.959717,1504.088257,1589.092041,1637.264282,1666.230713,1677.625732,1615.832764,1603.369385,1589.793579,1634.528931,1706.005371,1742.465942,1770.987915,1765.085083,1833.038208
1885.576904,2019.288452,2148.563232,2214.612549,2237.884766,2277.108398,2386.166748,2471.140625,2484.056152,2550.214355,2595.193359,2609.851807,2543.151855,2486.345703,2473.979736,2443.645508,2453.830322,2450.78418,2468.261719,2468.55957,2559.115723,2653.175293,2702.305908,2749.494141,2765.755127,2842.716309,2942.434082,3012.670898,3120.565186,3164.029053,3200.350098,3263.933838,3303.073486,3328.131592,3202.514893,3029.547607,2777.882324,2480.122559,2282.458984,1887.810547,1685.640137,1594.367188,1453.729858,1263.114868,1041.533569,1088.237671,1057.947266,1010.793762,964.913818,1218.973511,1363.885498,1405.533813,1482.238892,1741.250854,1817.266968,1970.820923,1985.562744,1904.733398,1740.292847,1740.755249,1821.743286,1815.571533,1785.716675,1703.242676,1844.885132,1604.395386,2280.413086,2803.147705,3197.719727,3420.676514,3423.131592,3461.384033,3533.676514,3649.063721,3717.523438,3793.845947,3862.731201,3855.145996,3822.257812,3811.508057,3787.458984,3816.246094,3893.904297,3963.196045,4018.165527,4030.562012,4075.096924,4148.770508,4143.271973,4129.388672,4098.42041,4133.249512,4191.052246,4222.083496,4260.288574,4288.671387
4273.332031,4244.635254,4255.655273,4263.564453,4326.021484,4310.863281,4282.350586,4258.840332,4222.550293,4169.277832,4112.845215,4096.663574,4056.963623,4050.202393,4109.664551,4147.039062,4153.243652,4161.9375,4212.333008,4232.103516,4271.140137,4286.563477,4293.173828,4274.915527,4268.195801,4278.414551,4289.515625,4283.88623,4272.033203,4225.819824,4170.913086,4079.022949,3957.993896,3827.835205,3630.006592,3373.691406,3115.222168,2958.635742,2868.328125,2825.969482,2368.453125,1840.529785,1655.900635,1377.145874,1113.692017,1132.062012,999.44519,985.056946,1039.968628,1226.639648,1275.354858,1358.417114,1439.619995,1637.84436,1771.898193,1886.145508,2046.950195,2127.136475,2167.184326,2308.605469,2398.359375,2771.689941,3050.072998,3208.011475,3204.153076,3154.798096,3172.698242,3032.72876,2965.218262,2802.991211,2711.018311,2680.431152,2716.136963,2884.76709,3067.799561,3193.165039,3278.310303,3342.73584,3355.205322,3355.933838,3410.429443,3436.075195,3350.853271,3226.049072,3205.804199,3243.472412,3217.921875,3263.393555,3333.658203,3338.550293,3381.012695,3382.803711,3366.419434,3356.569336,3348.429443,3328.054932
3343.528076,3360.745605,3417.405518,3435.468994,3487.128418,3527.787598,3558.929199,3608.445068,3646.80957,3647.939453,3646.952393,3622.713623,3600.942383,3570.635742,3503.008545,3426.905762,3380.141602,3328.795898,3352.328613,3456.729248,3676.5625,3857.38208,3900.493164,3965.842529,3983.44751,4015.791504,4005.550049,3965.935059,3740.651855,3472.621338,3333.434326,3237.485107,3087.016113,2878.771484,2516.753418,2210.641113,2017.235962,1910.573242,1863.293213,1872.711182,1992.79248,2050.746338,2019.20874,1989.111572,1966.33728,2017.89563,2128.593994,2199.991455,2264.44873,2378.951172,2435.100098,2538.769775,2544.575928,2631.544922,2575.778076,2442.713379,2215.511719,2154.211914,2004.165771,1826.530273,1655.83606,1414.783081,1222.368286,1117.619385,1057.203369,927.637878,821.713684,964.963867,1238.355469,1434.782104,1659.236572,1898.188599,2030.451538,2049.37793,1950.059692,1811.308228,1737.592163,1793.722168,1903.785767,2031.949707,2152.562012,2212.39624,2329.854492,2390.40625,2523.268311,2652.425049,2678.846191,2744.202637,2827.704346,2987.628418,3062.652344,3081.077881,3075.343506,3118.494385,3004.250977,2872.98999
